created_at,wind_speed_ref,wind_speed,power_raw_W,power_curve_W,power_ac_W,rho,rotor_diameter_m,rated_power_W
2025-01-01 16:00:00+06:00,5.567292845182351,6.9742878304110665,11464.47715775749,9815.803747125954,9325.013559769655,1.2124358576774432,13.0,50000.0
2025-01-01 17:00:00+06:00,4.874640201417144,6.10658443516143,7695.728755228048,6589.028187937739,6259.576778540852,1.2124358576774432,13.0,50000.0
2025-01-01 18:00:00+06:00,2.782063897301098,3.485161445955428,1430.616916293529,0.0,0.0,1.2124358576774432,13.0,50000.0
2025-01-01 19:00:00+06:00,1.7296074431981125,2.166722764174963,343.7674014506811,0.0,0.0,1.2124358576774432,13.0,50000.0
2025-01-01 20:00:00+06:00,2.1473148394180783,2.689995329700332,657.823267785953,0.0,0.0,1.2124358576774432,13.0,50000.0
2025-01-01 21:00:00+06:00,3.9675540270772296,4.970254760621778,4149.450639197623,3552.730104677295,3375.0935994434303,1.2124358576774432,13.0,50000.0
2025-01-01 22:00:00+06:00,4.26298921874607,5.340353858914077,5147.125499561763,4406.932219437428,4186.585608465556,1.2124358576774432,13.0,50000.0
2025-01-01 23:00:00+06:00,3.5746471919384275,4.478050481990173,3034.740833542444,2598.3235027238547,2468.4073275876617,1.2124358576774432,13.0,50000.0
2025-01-02 00:00:00+06:00,4.128588779300249,5.171987046659891,4678.351966680628,4003.1194722576797,3802.9634986447954,1.2131785576335399,13.0,50000.0
2025-01-02 01:00:00+06:00,3.719856001459556,4.659957211396018,3421.8927471811703,2928.0066112549057,2781.6062806921605,1.2131785576335399,13.0,50000.0
2025-01-02 02:00:00+06:00,3.1174811920852745,3.9053471308430106,2014.1858210401901,1723.475817633312,1637.3020267516465,1.2131785576335399,13.0,50000.0
2025-01-02 03:00:00+06:00,2.7654874389927615,3.4643956995386236,1406.0574923819183,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-02 04:00:00+06:00,2.646446778133165,3.31527046839947,1232.1894942735842,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-02 05:00:00+06:00,2.069431340968714,2.592428711501815,589.1706099999642,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-02 06:00:00+06:00,3.9878611047337804,4.995693947765284,4216.072585041869,3607.5614622060425,3427.18338909574,1.2131785576335399,13.0,50000.0
2025-01-02 07:00:00+06:00,5.2296526815152475,6.551317501742403,9508.380418265828,8136.023769284732,7729.222580820495,1.2131785576335399,13.0,50000.0
2025-01-02 08:00:00+06:00,6.236282476983039,7.812347975168173,16123.723583619978,13796.566034916234,13106.737733170421,1.2131785576335399,13.0,50000.0
2025-01-02 09:00:00+06:00,5.10428954317941,6.3942719439836875,8840.847803466284,7564.836986481142,7186.5951371570845,1.2131785576335399,13.0,50000.0
2025-01-02 10:00:00+06:00,5.040640775609829,6.314537531330089,8514.227554464444,7285.358253772495,6921.09034108387,1.2131785576335399,13.0,50000.0
2025-01-02 11:00:00+06:00,4.478127286023783,5.609862729059377,5970.04094383725,5108.377335151019,4852.958468393468,1.2131785576335399,13.0,50000.0
2025-01-02 12:00:00+06:00,5.343610804187359,6.694075709408156,10143.608200237313,8679.568316903136,8245.58990105798,1.2131785576335399,13.0,50000.0
2025-01-02 13:00:00+06:00,4.2402558728961335,5.311875224555379,5068.322031131416,4336.804660913582,4119.9644278679025,1.2131785576335399,13.0,50000.0
2025-01-02 14:00:00+06:00,2.4730664531267936,3.0980725726985034,1005.5307755818609,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-02 15:00:00+06:00,2.7756581819462607,3.4771368451509312,1421.6279567478841,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-02 16:00:00+06:00,5.473952856902868,6.857358478488861,10904.133671634327,9330.32617894092,8863.809869993875,1.2131785576335399,13.0,50000.0
2025-01-02 17:00:00+06:00,5.2293545435485225,6.550944016809791,9506.754317392346,8134.632365620184,7727.900747339175,1.2131785576335399,13.0,50000.0
2025-01-02 18:00:00+06:00,7.506619610933145,9.403731266868773,28120.383258902322,24061.732548722837,22858.645921286694,1.2131785576335399,13.0,50000.0
2025-01-02 19:00:00+06:00,5.335614884452988,6.684059019564971,10098.1410946423,8640.663536533713,8208.630359707027,1.2131785576335399,13.0,50000.0
2025-01-02 20:00:00+06:00,4.33362687341457,5.428843426289648,5410.564210063961,4629.650590520891,4398.168060994846,1.2131785576335399,13.0,50000.0
2025-01-02 21:00:00+06:00,3.956409058361608,4.9562931778839605,4117.101471205149,3522.8749752096583,3346.731226449175,1.2131785576335399,13.0,50000.0
2025-01-02 22:00:00+06:00,3.5514789993362372,4.44902710416339,2977.9387508847535,2548.1290603527764,2420.7226073351376,1.2131785576335399,13.0,50000.0
2025-01-02 23:00:00+06:00,1.7171680793421917,2.151139660075548,336.6095462949737,0.0,0.0,1.2131785576335399,13.0,50000.0
2025-01-03 00:00:00+06:00,3.3458857481820767,4.191475265341061,2491.657666320756,2130.7229768003403,2025.1868279603232,1.2139247605381374,13.0,50000.0
2025-01-03 01:00:00+06:00,2.3364726476320508,2.9269580756057394,848.4712989223295,0.0,0.0,1.2139247605381374,13.0,50000.0
2025-01-03 02:00:00+06:00,1.6547392269061416,2.0729334658050163,301.4003410077734,0.0,0.0,1.2139247605381374,13.0,50000.0
2025-01-03 03:00:00+06:00,3.4237628599084653,4.289033882731005,2669.7222556028923,2282.9936184965586,2168.8439375717307,1.2139247605381374,13.0,50000.0
2025-01-03 04:00:00+06:00,1.9765600281645388,2.4760864811402574,513.6710353612552,0.0,0.0,1.2139247605381374,13.0,50000.0
2025-01-03 05:00:00+06:00,3.1858834788241794,3.99103639656724,2151.021323834638,1839.430279782239,1747.458765793127,1.2139247605381374,13.0,50000.0
2025-01-03 06:00:00+06:00,3.745741812977188,4.692385018818428,3495.977020257938,2989.5593861531124,2840.0814168454567,1.2139247605381374,13.0,50000.0
2025-01-03 07:00:00+06:00,3.0951813549485987,3.8774115637572857,1972.4833870685245,1686.7548584191527,1602.417115498195,1.2139247605381374,13.0,50000.0
2025-01-03 08:00:00+06:00,3.772313615462987,4.725672184387446,3570.9060633606623,3053.634413764905,2900.9526930766597,1.2139247605381374,13.0,50000.0
2025-01-03 09:00:00+06:00,6.189665284179278,7.75394944476923,15774.534269146612,13489.478538689516,12815.00461175504,1.2139247605381374,13.0,50000.0
2025-01-03 10:00:00+06:00,5.862799908696014,7.344476964371802,13405.106529382983,11463.279596827115,10890.115616985759,1.2139247605381374,13.0,50000.0
2025-01-03 11:00:00+06:00,3.810781093976149,4.773861362632867,3681.2648002792344,3148.006887006899,2990.6065426565538,1.2139247605381374,13.0,50000.0
2025-01-03 12:00:00+06:00,2.2368900322187337,2.802208427597084,744.5415776284516,0.0,0.0,1.2139247605381374,13.0,50000.0
2025-01-03 13:00:00+06:00,3.8069978363259827,4.7691219805808345,3670.3116511480084,3138.6403809905714,2981.7083619410428,1.2139247605381374,13.0,50000.0
2025-01-03 14:00:00+06:00,3.7862031334878057,4.743071933102766,3610.495301103142,3087.48886320718,2933.114420046821,1.2139247605381374,13.0,50000.0
2025-01-03 15:00:00+06:00,4.484640371732224,5.618021835407468,5999.815823745066,5130.69897402919,4874.16402532773,1.2139247605381374,13.0,50000.0
2025-01-03 16:00:00+06:00,2.886753312561437,3.6163085106288544,1600.2361272948942,1368.43031481448,1300.0087990737559,1.2139247605381374,13.0,50000.0
2025-01-03 17:00:00+06:00,4.545782310404903,5.694615880425524,6248.574544213219,5343.423189135197,5076.252029678437,1.2139247605381374,13.0,50000.0
2025-01-03 18:00:00+06:00,4.05282760377528,5.0770791157902835,4428.222596047111,3786.7624270056535,3597.4243056553705,1.2139247605381374,13.0,50000.0
2025-01-03 19:00:00+06:00,2.843382329017114,3.561976588249761,1529.187828231109,1307.673877313446,1242.2901834477736,1.2139247605381374,13.0,50000.0
2025-01-03 20:00:00+06:00,2.4137293129344473,3.0237394441487835,935.4503597257572,0.0,0.0,1.2139247605381374,13.0,50000.0
2025-01-03 21:00:00+06:00,4.343935313742345,5.441757068867429,5452.618350474544,4662.767024586784,4429.628673357444,1.2139247605381374,13.0,50000.0
2025-01-03 22:00:00+06:00,3.4120486252937052,4.274359166277567,2642.4129401730133,2259.64025553115,2146.6582427545927,1.2139247605381374,13.0,50000.0
2025-01-03 23:00:00+06:00,5.029010252928405,6.299967682921887,8460.62829744674,7235.044908137965,6873.292662731066,1.2139247605381374,13.0,50000.0
2025-01-04 00:00:00+06:00,4.307990374580281,5.396727939138824,5321.661893270267,4547.972613548185,4320.573982870776,1.2146742452752106,13.0,50000.0
2025-01-04 01:00:00+06:00,3.342426155074988,4.187141346006133,2485.470249035011,2124.1204065772727,2017.9143862484088,1.2146742452752106,13.0,50000.0
2025-01-04 02:00:00+06:00,7.288454120847242,9.13042986799617,25770.887721296654,22025.189798960975,20922.980309012924,1.2146742452752106,13.0,50000.0
2025-01-04 03:00:00+06:00,3.7723634638307,4.7257346306919565,3573.252413105398,3053.7554700063292,2901.0676965060125,1.2146742452752106,13.0,50000.0
2025-01-04 04:00:00+06:00,2.6162467628136605,3.2774381493212106,1191.9532378772224,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 05:00:00+06:00,3.3279574571515242,4.169016044058558,2453.332450681682,2096.654958808877,1991.8222108684329,1.2146742452752106,13.0,50000.0
2025-01-04 06:00:00+06:00,3.7210333096156463,4.661432054946375,3429.36553529503,2930.78757147109,2784.2481928975353,1.2146742452752106,13.0,50000.0
2025-01-04 07:00:00+06:00,3.8979448482477737,4.883053590808107,3942.123046014687,3368.9978830080145,3200.5479888576137,1.2146742452752106,13.0,50000.0
2025-01-04 08:00:00+06:00,2.7540033660777423,3.4500093124377402,1390.325556817087,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 09:00:00+06:00,2.5239858813355225,3.161860621641346,1070.2466311130072,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 10:00:00+06:00,3.0693504580488513,3.845052549258452,1924.6977678132553,1644.875776200962,1562.6319873909138,1.2146742452752106,13.0,50000.0
2025-01-04 11:00:00+06:00,2.2166113788597195,2.77680484828631,724.9228359605564,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 12:00:00+06:00,2.1777014698840627,2.728061426268164,687.4136292125028,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 13:00:00+06:00,2.4343098464699437,3.0495211963524937,960.1756167327004,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 14:00:00+06:00,2.169329930119573,2.7175741877619655,679.5163806942854,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 15:00:00+06:00,3.5163238031813977,4.404987305371311,2893.9410981611404,2473.205762339476,2349.5454742225024,1.2146742452752106,13.0,50000.0
2025-01-04 16:00:00+06:00,3.5978922278705037,4.507170123389823,3100.041848130448,2649.3425754800305,2516.875446706029,1.2146742452752106,13.0,50000.0
2025-01-04 17:00:00+06:00,1.8767713505424348,2.3510786938177533,440.00458433576154,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 18:00:00+06:00,2.53931364786276,3.181062100444603,1089.8635958658315,0.0,0.0,1.2146742452752106,13.0,50000.0
2025-01-04 19:00:00+06:00,4.775991322932968,5.983004502898436,7251.263600723285,6197.039370617048,5887.187402086195,1.2146742452752106,13.0,50000.0
2025-01-04 20:00:00+06:00,7.162058830526804,8.972091307475516,24453.2595751948,20898.124888507045,19853.21864408169,1.2146742452752106,13.0,50000.0
2025-01-04 21:00:00+06:00,4.894829973714732,6.131876670930146,7806.132850747619,6671.239010470517,6337.677059946991,1.2146742452752106,13.0,50000.0
2025-01-04 22:00:00+06:00,4.3518012670268895,5.451610946468722,5485.677456647196,4688.142790721085,4453.73565118503,1.2146742452752106,13.0,50000.0
2025-01-04 23:00:00+06:00,3.188187323109745,3.993922480272696,2157.022114191017,1843.4236708206327,1751.252487279601,1.2146742452752106,13.0,50000.0
2025-01-05 00:00:00+06:00,7.071830628411162,8.859060168378974,23555.245732128536,20118.204579221387,19112.294350260316,1.2154267897562567,13.0,50000.0
2025-01-05 01:00:00+06:00,4.4497813222159115,5.574353026961061,5868.2430542834,5011.983981370258,4761.384782301745,1.2154267897562567,13.0,50000.0
2025-01-05 02:00:00+06:00,2.804924831157736,3.5137999130204673,1469.7916255153111,1255.3283861781795,1192.5619668692705,1.2154267897562567,13.0,50000.0
2025-01-05 03:00:00+06:00,2.3991048199502805,3.005418973808577,919.686384279572,0.0,0.0,1.2154267897562567,13.0,50000.0
2025-01-05 04:00:00+06:00,2.9954088715782743,3.752424063381463,1790.030464438761,1528.839881194628,1452.3978871348966,1.2154267897562567,13.0,50000.0
2025-01-05 05:00:00+06:00,2.939473533315441,3.6823524577043907,1691.6119705783058,1444.7820277389612,1372.5429263520132,1.2154267897562567,13.0,50000.0
2025-01-05 06:00:00+06:00,3.1115702147593423,3.8979423008158354,2006.4618372336906,1713.690877221858,1628.006333360765,1.2154267897562567,13.0,50000.0
2025-01-05 07:00:00+06:00,3.2553623742102338,4.078074357033193,2297.682972422873,1962.418758992066,1864.2978210424626,1.2154267897562567,13.0,50000.0
2025-01-05 08:00:00+06:00,4.497044128832463,5.633560334028108,6057.2226115592,5173.3887672850815,4914.719328920827,1.2154267897562567,13.0,50000.0
2025-01-05 09:00:00+06:00,4.415535160148518,5.531451998043283,5733.7945712544,4897.153420156709,4652.295749148873,1.2154267897562567,13.0,50000.0
2025-01-05 10:00:00+06:00,3.5540036633977548,4.452189814358409,2989.824528530636,2553.567141900417,2425.888784805396,1.2154267897562567,13.0,50000.0
2025-01-05 11:00:00+06:00,2.6637383303492372,3.336932030947563,1258.829081577877,0.0,0.0,1.2154267897562567,13.0,50000.0
2025-01-05 12:00:00+06:00,2.214856655708685,2.774606662442971,723.650655171468,0.0,0.0,1.2154267897562567,13.0,50000.0
2025-01-05 13:00:00+06:00,1.7123100967267617,2.145053943017488,334.3792656859831,0.0,0.0,1.2154267897562567,13.0,50000.0
2025-01-05 14:00:00+06:00,4.011084659931215,5.0247866797081535,4298.110461399752,3670.9557841117903,3487.4079949062007,1.2154267897562567,13.0,50000.0
2025-01-05 15:00:00+06:00,5.500442265967909,6.890542427746525,11083.703994961443,9466.435926924969,8993.11413057872,1.2154267897562567,13.0,50000.0
2025-01-05 16:00:00+06:00,5.058432893835063,6.336826165513014,8620.651050257378,7362.776996998267,6994.638147148354,1.2154267897562567,13.0,50000.0
2025-01-05 17:00:00+06:00,2.5433850159509035,3.186162405691674,1095.7927235083205,0.0,0.0,1.2154267897562567,13.0,50000.0
2025-01-05 18:00:00+06:00,5.113718121751324,6.406083361600973,8906.405057351605,7606.83548144077,7226.4937073687315,1.2154267897562567,13.0,50000.0
2025-01-05 19:00:00+06:00,3.503152915773625,4.388487803312023,2863.316608373197,2445.518503921331,2323.2425787252646,1.2154267897562567,13.0,50000.0
2025-01-05 20:00:00+06:00,4.919921465969294,6.163309414625186,7931.7058226351355,6774.358553361424,6435.640625693352,1.2154267897562567,13.0,50000.0
2025-01-05 21:00:00+06:00,5.79472450823209,7.2591971973092955,12959.566306060526,11068.583582963543,10515.154403815366,1.2154267897562567,13.0,50000.0
2025-01-05 22:00:00+06:00,5.1753587804997565,6.483302165806633,9232.375816559426,7885.242529075267,7490.980402621503,1.2154267897562567,13.0,50000.0
2025-01-05 23:00:00+06:00,4.726847070675819,5.921440261536805,7034.070909689006,6007.701180245155,5707.316121232897,1.2154267897562567,13.0,50000.0
2025-01-06 00:00:00+06:00,3.3934496438117425,4.251059754190786,2604.270802449329,2222.8896050538183,2111.745124801127,1.2161821709861051,13.0,50000.0
2025-01-06 01:00:00+06:00,3.6999551731010287,4.6350269429701205,3375.6025179015487,2881.2640147789875,2737.200814040038,1.2161821709861051,13.0,50000.0
2025-01-06 02:00:00+06:00,4.3650685084548035,5.468231153633483,5542.875292404895,4731.151559971542,4494.593981972965,1.2161821709861051,13.0,50000.0
2025-01-06 03:00:00+06:00,1.8412157635844455,2.306537315392005,415.98336942488646,0.0,0.0,1.2161821709861051,13.0,50000.0
2025-01-06 04:00:00+06:00,2.9405627088720747,3.683716895329831,1694.5455646814212,1446.3886464793532,1374.0692141553855,1.2161821709861051,13.0,50000.0
2025-01-06 05:00:00+06:00,2.6893289033260834,3.3689899856211905,1296.264636780607,0.0,0.0,1.2161821709861051,13.0,50000.0
2025-01-06 06:00:00+06:00,2.2639655237512546,2.836126577108667,773.3415455639142,0.0,0.0,1.2161821709861051,13.0,50000.0
2025-01-06 07:00:00+06:00,2.8593335464947294,3.5819590797457206,1557.96025296184,1329.8055056865671,1263.3152304022387,1.2161821709861051,13.0,50000.0
2025-01-06 08:00:00+06:00,5.040871524637191,6.314826596442732,8536.479494973302,7286.358820781824,6922.040879742733,1.2161821709861051,13.0,50000.0
2025-01-06 09:00:00+06:00,5.168085792746481,6.474191111046458,9199.2211322771,7852.045574637605,7459.443295905724,1.2161821709861051,13.0,50000.0
2025-01-06 10:00:00+06:00,4.0868324342668565,5.119677822570693,4549.067795091802,3882.8817283072885,3688.737641891924,1.2161821709861051,13.0,50000.0
2025-01-06 11:00:00+06:00,5.3193511592919975,6.663685041830784,10030.85376759855,8561.890164739727,8133.79565650274,1.2161821709861051,13.0,50000.0
2025-01-06 12:00:00+06:00,3.5943817844528363,4.5027725025913465,3094.8138304916106,2641.5952929727787,2509.5155283241397,1.2161821709861051,13.0,50000.0
2025-01-06 13:00:00+06:00,3.792319407859611,4.750733943904955,3634.7675392233814,3102.475737979213,2947.3519510802525,1.2161821709861051,13.0,50000.0
2025-01-06 14:00:00+06:00,3.9466486043518456,4.9440660115550905,4096.82388844139,3496.8664651877043,3322.023141928319,1.2161821709861051,13.0,50000.0
2025-01-06 15:00:00+06:00,4.163947180003072,5.216281404902227,4811.467431390492,4106.854374834553,3901.511656092825,1.2161821709861051,13.0,50000.0
2025-01-06 16:00:00+06:00,4.477033694125186,5.608492758971237,5980.438155678196,5104.635738119615,4849.403951213634,1.2161821709861051,13.0,50000.0
2025-01-06 17:00:00+06:00,4.780148795482983,5.9882126733714385,7279.2420586134,6213.236922037455,5902.5750759355815,1.2161821709861051,13.0,50000.0
2025-01-06 18:00:00+06:00,6.579573663900451,8.242397482852558,18982.57724119781,16202.682757455212,15392.54861958245,1.2161821709861051,13.0,50000.0
2025-01-06 19:00:00+06:00,4.170646154680415,5.224673379038966,4834.726934718849,4126.707651275196,3920.3722687114364,1.2161821709861051,13.0,50000.0
2025-01-06 20:00:00+06:00,3.394620705439193,4.252526772557541,2606.967893464861,2225.1917218600547,2113.932135767052,1.2161821709861051,13.0,50000.0
2025-01-06 21:00:00+06:00,5.082410043747309,6.366862944516948,8749.25383793069,7467.973526417388,7094.574850096518,1.2161821709861051,13.0,50000.0
2025-01-06 22:00:00+06:00,3.959383853865961,4.960019779063549,4136.61153013563,3530.827424642669,3354.2860534105353,1.2161821709861051,13.0,50000.0
2025-01-06 23:00:00+06:00,2.74127432851615,3.4340633267985115,1372.838379786494,0.0,0.0,1.2161821709861051,13.0,50000.0
2025-01-07 00:00:00+06:00,1.566829196975103,1.9628063593335703,256.5059686119007,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 01:00:00+06:00,2.2933695662301075,2.872961760981312,804.3677367858469,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 02:00:00+06:00,1.094319687451705,1.370881807551779,87.39068535524969,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 03:00:00+06:00,2.2930168599481004,2.872519916947108,803.9966732712254,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 04:00:00+06:00,2.5568247303339104,3.202998674067015,1114.6419467051567,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 05:00:00+06:00,2.680634255484014,3.358097981496218,1284.5327963125328,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 06:00:00+06:00,2.1457204623918935,2.687998013482194,658.7974905639901,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 07:00:00+06:00,2.7677202556715375,3.4671928051738696,1413.8361578758868,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 08:00:00+06:00,3.2637346203259097,4.088562480403296,2318.339435401573,1977.5987684556874,1878.7188300329028,1.2169401651289946,13.0,50000.0
2025-01-07 09:00:00+06:00,2.4978486438729997,3.129117846611435,1039.2759194579708,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 10:00:00+06:00,1.836527139424354,2.3006637579323157,413.0708605508984,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 11:00:00+06:00,2.293681600049907,2.8733526535987153,804.6961061321726,0.0,0.0,1.2169401651289946,13.0,50000.0
2025-01-07 12:00:00+06:00,4.625260541298449,5.794180260083247,6598.437578277272,5628.6244495826195,5347.193227103488,1.2169401651289946,13.0,50000.0
2025-01-07 13:00:00+06:00,6.991018887001075,8.757825266543621,22785.257136126987,19436.36715283056,18464.54879518903,1.2169401651289946,13.0,50000.0
2025-01-07 14:00:00+06:00,7.239477290392117,9.069075360138573,25301.958442795458,21583.173323073825,20504.01465692013,1.2169401651289946,13.0,50000.0
2025-01-07 15:00:00+06:00,6.3390335798181585,7.9410668670950475,16986.412443186608,14489.814483230522,13765.323759068995,1.2169401651289946,13.0,50000.0
2025-01-07 16:00:00+06:00,5.48729956978681,6.874078241546235,11018.145902391376,9398.74094125478,8928.80389419204,1.2169401651289946,13.0,50000.0
2025-01-07 17:00:00+06:00,3.416769337996553,4.280272921862174,2659.9868585304325,2269.032159489153,2155.5805515146953,1.2169401651289946,13.0,50000.0
2025-01-07 18:00:00+06:00,5.581694998420416,6.992329770156858,11596.603607946201,9892.179144755284,9397.57018751752,1.2169401651289946,13.0,50000.0
2025-01-07 19:00:00+06:00,4.144479530214368,5.19189379017031,4747.254389142044,4049.5210883073223,3847.045033891956,1.2169401651289946,13.0,50000.0
2025-01-07 20:00:00+06:00,5.53759404855447,6.9370834005993816,11323.895511591338,9659.552641809287,9176.575009718823,1.2169401651289946,13.0,50000.0
2025-01-07 21:00:00+06:00,4.867782694537889,6.097993863746396,7691.76584737121,6561.25950960067,6233.196534120636,1.2169401651289946,13.0,50000.0
2025-01-07 22:00:00+06:00,7.238286147689827,9.06758318570409,25289.471373588774,21572.521555559684,20493.895477781698,1.2169401651289946,13.0,50000.0
2025-01-07 23:00:00+06:00,7.8379565408959575,9.818805376075206,32110.055862814006,27390.64261241147,26021.110481790896,1.2169401651289946,13.0,50000.0
2025-01-08 00:00:00+06:00,6.253902358274848,7.8344208438108005,16321.387389399782,13913.83846600138,13218.14654270131,1.2177005475749016,13.0,50000.0
2025-01-08 01:00:00+06:00,3.5558129602574207,4.454456366059724,2999.9948517550774,2557.4690907260515,2429.595636189749,1.2177005475749016,13.0,50000.0
2025-01-08 02:00:00+06:00,2.412468320498067,3.022159767194858,936.8900811845132,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 03:00:00+06:00,2.667969926920728,3.342233058447364,1267.2041126072895,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 04:00:00+06:00,2.191619866710483,2.7454973521848935,702.4242066848967,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 05:00:00+06:00,4.317446459043367,5.408573814078079,5370.128346970969,4577.986943069357,4349.087595915889,1.2177005475749016,13.0,50000.0
2025-01-08 06:00:00+06:00,2.360867066763963,2.9575175782604037,878.0482583008319,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 07:00:00+06:00,3.1849972090686713,3.9899261441443503,2155.9116145267762,1837.8955928087273,1746.000813168291,1.2177005475749016,13.0,50000.0
2025-01-08 08:00:00+06:00,3.1177243252823077,3.9056517099166093,2022.1665318013638,1723.8790921114903,1637.6851375059157,1.2177005475749016,13.0,50000.0
2025-01-08 09:00:00+06:00,2.190502880740894,2.744098075755383,701.3507566079666,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 10:00:00+06:00,2.5859304326892296,3.2394601197601274,1153.8631277683608,0.0,0.0,1.2177005475749016,13.0,50000.0
2025-01-08 11:00:00+06:00,4.487735872626651,5.621899647266369,6030.948906214245,5141.33062807344,4884.264096669767,1.2177005475749016,13.0,50000.0
2025-01-08 12:00:00+06:00,4.1120685073849454,5.1512916863513905,4639.645599715701,3955.256858609028,3757.4940156785765,1.2177005475749016,13.0,50000.0
2025-01-08 13:00:00+06:00,3.5209895222871337,4.4108321690930765,2912.7149303902465,2483.0637293298582,2358.910542863365,1.2177005475749016,13.0,50000.0
2025-01-08 14:00:00+06:00,3.2890929855735695,4.120329542611801,2374.2816636266602,2025.054129243068,1922.8514227809146,1.2177005475749016,13.0,50000.0
2025-01-08 15:00:00+06:00,3.4705277826193894,4.347617478101805,2789.2687430944957,2377.8269459426588,2258.9355986455257,1.2177005475749016,13.0,50000.0
2025-01-08 16:00:00+06:00,3.569740202711994,4.471903373117414,3035.3838203790165,2587.6378736342795,2458.255979952565,1.2177005475749016,13.0,50000.0
2025-01-08 17:00:00+06:00,2.863266146504965,3.586885546729938,1566.3504611158826,1335.2999213331361,1268.5349252664791,1.2177005475749016,13.0,50000.0
2025-01-08 18:00:00+06:00,9.973712978628457,12.494321205153527,66202.49877631137,50000.0,47500.0,1.2177005475749016,13.0,50000.0
